# x_gpmpc-horizon,y_gpmpc-horizon
-9.997364513332190894e-01,2.562336093626449082e-02
-9.958862926809488592e-01,7.749378117192987081e-02
-9.846532131435824509e-01,1.153467966496059122e-01
-9.663004020788421577e-01,1.336996074561439818e-01
