# x_linear-horizon,y_linear-horizon
-9.998873133110851574e-01,2.588407599339959120e-02
-9.985326659428884755e-01,7.550328551690932422e-02
-9.932417243109002980e-01,1.067582756890997908e-01
-9.817648223860436785e-01,1.182351776139564103e-01
