# x_gpmpc-horizon,y_gpmpc-horizon
-9.997335156298525760e-01,2.561826165528866342e-02
-9.958452443298912993e-01,7.755127781597691283e-02
-9.845190571715187744e-01,1.154809526237143835e-01
-9.660500743191864359e-01,1.339499352117271003e-01
