# x_gpmpc-horizon,y_gpmpc-horizon
-9.999737861814981255e-01,2.603236175942690717e-02
-9.997843971332552870e-01,5.513403972440904244e-02
-9.983780425733450592e-01,4.108421979048977601e-02
