# x_gpmpc-horizon,y_gpmpc-horizon
-9.998709315114800988e-01,1.812911279581661678e-02
-9.976270535872600043e-01,7.085501278152912807e-02
-9.903677439835570917e-01,1.577723449058372196e-01
-9.759653041887338398e-01,2.349629353129509546e-01
