# x_gpmpc-horizon,y_gpmpc-horizon
-9.997449187266865822e-01,2.563806284664553112e-02
-9.967498868264536016e-01,7.959117369676833864e-02
-9.840863314814208840e-01,1.159136783273007065e-01
-9.622555245351204212e-01,1.377444850045833891e-01
