# x_gpmpc-horizon,y_gpmpc-horizon
-1.695512373419186813e-01,8.737248246937361351e-01
-1.910164251158356641e-01,8.685784469572983557e-01
-1.942615487575118927e-01,8.626338743670518561e-01
-1.797492200053679434e-01,8.693196797472273474e-01
-1.447271626563680913e-01,8.775641879863744776e-01
